5.000000000000000000e-01,4.382075123392135951e-02
5.100000000000000089e-01,4.663237198067480410e-02
5.200000000000000178e-01,4.959338597948834138e-02
5.300000000000000266e-01,5.270946166416031614e-02
5.400000000000000355e-01,5.598632573710727450e-02
5.500000000000000444e-01,5.942975207478453509e-02
5.600000000000000533e-01,6.304554978798602993e-02
5.700000000000000622e-01,6.683955043062066170e-02
5.800000000000000711e-01,7.081759435400299119e-02
5.900000000000000799e-01,7.498551620736330914e-02
6.000000000000000888e-01,7.934912958916862102e-02
6.100000000000000977e-01,8.391421085794396884e-02
6.200000000000001066e-01,8.868648211557868255e-02
6.300000000000001155e-01,9.367159338058453355e-02
6.400000000000001243e-01,9.887510397342565149e-02
6.500000000000001332e-01,1.043024631408466241e-01
6.600000000000001421e-01,1.099589899510681340e-01
6.700000000000001510e-01,1.158498524967732368e-01
6.800000000000001599e-01,1.219800464479570273e-01
6.900000000000001688e-01,1.283543730019237883e-01
7.000000000000001776e-01,1.349774162829703028e-01
7.100000000000001865e-01,1.418535202495602721e-01
7.200000000000001954e-01,1.489867651720403474e-01
7.300000000000002043e-01,1.563809437491501808e-01
7.400000000000002132e-01,1.640395369366917100e-01
7.500000000000002220e-01,1.719656895667299734e-01
7.600000000000002309e-01,1.801621858405452470e-01
7.700000000000002398e-01,1.886314247832258095e-01
7.800000000000002487e-01,1.973753957522356717e-01
7.900000000000002576e-01,2.063956540964793362e-01
8.000000000000002665e-01,2.156932970662791271e-01
8.100000000000002753e-01,2.252689400782455775e-01
8.200000000000002842e-01,2.351226934422176729e-01
8.300000000000002931e-01,2.452541396602448687e-01
8.400000000000003020e-01,2.556623114099453864e-01
8.500000000000003109e-01,2.663456703264630576e-01
8.600000000000003197e-01,2.773020866986393718e-01
8.700000000000003286e-01,2.885288201958753906e-01
8.800000000000003375e-01,3.000225017424644758e-01
8.900000000000003464e-01,3.117791166558934179e-01
9.000000000000003553e-01,3.237939891647298452e-01
9.100000000000003642e-01,3.360617684201981925e-01
9.200000000000003730e-01,3.485764161134011774e-01
9.300000000000003819e-01,3.613311958073327501e-01
9.400000000000003908e-01,3.743186640893627071e-01
9.500000000000003997e-01,3.875306636457336307e-01
9.600000000000004086e-01,4.009583183547995588e-01
9.700000000000004174e-01,4.145920304902624420e-01
9.800000000000004263e-01,4.284214801195190825e-01
9.900000000000004352e-01,4.424356267754498417e-01
